,Item_Weight,Item_Visibility,Item_MRP,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Item_Outlet_Sales,Outlet_Type_Grocery Store,Outlet_Type_Supermarket Type1,Outlet_Type_Supermarket Type2,Outlet_Type_Supermarket Type3
413,19.35,0.033088472,3,23,0,2,521.3214,0,1,0,0
414,15.7,0.160663021,1,23,0,2,829.5868,0,1,0,0
415,18.1,0.178975721,3,13,0,1,1571.288,0,1,0,0
416,10.195,0.017627888,4,16,0,1,2403.538,0,1,0,0
417,10.6,0.0194158,1,35,0,2,83.8908,1,0,0,0
418,6.655,0.016993225,4,18,0,1,844.2344,0,1,0,0
419,19.0,0.027139013,2,13,0,1,2940.1728,0,1,0,0
420,7.075,0.03777249,2,22,0,0,291.6204,1,0,0,0
421,13.15,0.036746479,3,18,0,1,3259.7568,0,1,0,0
422,20.1,0.022460102,4,21,1,2,3415.554,0,1,0,0
423,20.35,0.0,4,11,1,0,5624.6784,0,0,1,0
424,18.85,0.05213575,4,21,1,2,6687.961,0,1,0,0
425,16.35,0.062508438,4,21,1,2,5642.655,0,1,0,0
426,11.3,0.007309544,4,11,1,0,4943.565,0,0,1,0
427,17.5,0.015623754,3,11,1,0,3135.2522,0,0,1,0
428,18.0,0.142978223,1,18,0,1,796.9626,0,1,0,0
429,7.935,0.017191055,1,18,0,1,848.895,0,1,0,0
430,5.765,0.143592939,1,35,0,2,38.6164,1,0,0,0
431,20.25,0.011995271,3,23,0,2,4997.4948,0,1,0,0
432,15.5,0.15717236,3,21,1,2,588.5672,0,1,0,0
433,17.25,0.061393095,1,35,0,2,372.848,1,0,0,0
434,5.86,0.264124669,3,35,0,2,155.1314,1,0,0,0
435,15.35,0.020310046,4,33,2,0,3038.7112,0,1,0,0
436,10.1,0.054630834,4,23,0,2,1587.2672,0,1,0,0
437,16.7,0.052517969,2,18,0,1,687.1056,0,1,0,0
438,20.7,0.047565208,4,21,1,2,1929.4884,0,1,0,0
439,16.0,0.060797393,4,33,2,0,3600.6464,0,1,0,0
440,14.0,0.041291169,3,23,0,2,2181.1608,0,1,0,0
441,12.85,0.022604051,3,23,0,2,3428.2042,0,1,0,0
442,20.85,0.056580228,2,18,0,1,623.1888,0,1,0,0
443,12.35,0.164196823,2,21,1,2,2133.2232,0,1,0,0
444,6.85,0.022976497,4,11,1,0,3401.5722,0,0,1,0
445,10.3,0.027310252,2,16,0,1,1289.6546,0,1,0,0
446,8.895,0.141975462,1,35,0,2,50.6008,1,0,0,0
447,8.775,0.0,1,33,2,0,790.9704,0,1,0,0
448,18.85,0.01619866,2,13,0,1,3147.9024,0,1,0,0
449,19.5,0.014205168,1,35,1,0,2486.763,0,0,0,1
450,14.85,0.09344495,2,16,0,1,1139.8496,0,1,0,0
451,20.5,0.019199733,1,23,0,2,1816.3024,0,1,0,0
452,7.84,0.154120252,1,11,1,0,199.74,0,0,1,0
453,18.25,0.089004389,4,18,0,1,978.726,0,1,0,0
454,10.3,0.011117041,1,33,2,0,2683.174,0,1,0,0
455,12.5,0.103422709,3,16,0,1,2897.5616,0,1,0,0
456,20.35,0.089035961,4,35,1,0,9158.079,0,0,0,1
457,20.25,0.102723919,1,23,0,2,1957.452,0,1,0,0
458,16.75,0.024733134,1,35,1,0,1296.3126,0,0,0,1
459,15.0,0.044871033,2,33,2,0,2528.7084,0,1,0,0
460,8.325,0.029760052,1,33,2,0,284.2966,0,1,0,0
461,15.85,0.078999287,1,13,0,1,759.012,0,1,0,0
462,13.1,0.020870744,2,23,0,2,1787.673,0,1,0,0
463,6.26,0.031599715,2,13,0,1,2431.5016,0,1,0,0
464,17.25,0.042413704,3,11,1,0,4466.1864,0,0,1,0
465,5.765,0.072284689,2,16,0,1,2048.6666,0,1,0,0
466,13.6,0.009984847,3,33,2,0,1940.807,0,1,0,0
467,10.5,0.052852621,1,13,0,1,2067.309,0,1,0,0
468,7.975,0.014660821,1,18,0,1,2663.2,0,1,0,0
469,12.65,0.076354362,4,11,1,0,1146.5076,0,0,1,0
470,12.3,0.076709639,4,18,0,1,3448.844,0,1,0,0
471,5.985,0.005677876,3,18,0,1,1665.8316,0,1,0,0
472,16.85,0.0,3,35,1,0,8114.7704,0,0,0,1
473,15.15,0.012282366,2,21,1,2,1713.7692,0,1,0,0
474,12.35,0.026681262,1,23,0,2,810.9444,0,1,0,0
475,14.3,0.127541722,1,23,0,2,1193.1136,0,1,0,0
476,8.695,0.119513002,1,16,0,1,856.8846,0,1,0,0
477,16.35,0.054463442,3,22,0,0,165.7842,1,0,0,0
478,6.135,0.0,3,18,0,1,1057.9562,0,1,0,0
479,19.5,0.015756784,3,18,0,1,2205.1296,0,1,0,0
480,9.5,0.010907967,3,33,2,0,2940.1728,0,1,0,0
481,8.895,0.07543556,4,16,0,1,3046.7008,0,1,0,0
482,18.25,0.0,4,23,0,2,3327.6684,0,1,0,0
483,21.35,0.115194717,4,22,0,0,520.6556,1,0,0,0
484,19.7,0.066922802,3,16,0,1,2999.429,0,1,0,0
485,13.35,0.064636203,1,35,1,0,2113.2492,0,0,0,1
486,16.6,0.103195401,2,18,0,1,942.7728,0,1,0,0
487,13.1,0.13121032,1,35,0,2,75.2354,1,0,0,0
488,10.895,0.035747522,2,23,0,2,1581.9408,0,1,0,0
489,15.85,0.192650072,1,35,0,2,37.9506,1,0,0,0
490,15.7,0.098031771,3,35,0,2,151.8024,1,0,0,0
491,8.0,0.030118338,4,35,1,0,3486.1288,0,0,0,1
492,8.51,0.016201845,4,13,0,1,4262.4516,0,1,0,0
493,14.15,0.05837308,4,22,0,0,731.0484,1,0,0,0
494,6.65,0.087652908,2,16,0,1,1398.8458,0,1,0,0
495,15.25,0.065999008,3,21,1,2,2336.958,0,1,0,0
496,18.25,0.088750333,4,33,2,0,2348.9424,0,1,0,0
497,15.5,0.100277876,4,35,1,0,7094.7648,0,0,0,1
498,16.0,0.099252438,1,16,0,1,1054.6272,0,1,0,0
499,19.2,0.0,2,18,0,1,1298.31,0,1,0,0
500,12.15,0.0,2,13,0,1,2330.3,0,1,0,0
501,8.895,0.026384672,4,21,1,2,4584.6988,0,1,0,0
502,10.895,0.228993134,4,22,0,0,527.3136,1,0,0,0
503,16.0,0.065431917,1,13,0,1,1869.5664,0,1,0,0
504,10.895,0.026749991,2,35,1,0,2876.256,0,0,0,1
505,9.195,0.0,1,11,1,0,407.4696,0,0,1,0
506,11.35,0.043333912,4,11,1,0,2189.8162,0,0,1,0
507,10.0,0.089656812,3,13,0,1,1603.9122,0,1,0,0
508,9.395,0.039954281,1,16,0,1,2013.3792,0,1,0,0
509,15.2,0.087854925,2,35,0,2,95.8752,1,0,0,0
510,20.75,0.149404057,4,22,0,0,774.9912,1,0,0,0
511,9.8,0.0268952,2,18,0,1,2403.538,0,1,0,0
512,5.695,0.065857092,4,11,1,0,4380.2982,0,0,1,0
513,18.2,0.161817014,1,18,0,1,219.714,0,1,0,0
514,19.35,0.082197959,1,33,2,0,729.051,0,1,0,0
515,18.35,0.015335349,2,18,0,1,1393.5194,0,1,0,0
516,6.36,0.00599072,3,18,0,1,5262.4832,0,1,0,0
517,9.8,0.013898123,1,11,1,0,372.848,0,0,1,0
518,20.7,0.078912473,2,35,1,0,3273.7386,0,0,0,1
519,9.895,0.059776237,4,35,1,0,5344.3766,0,0,0,1
520,6.635,0.0,1,33,2,0,303.6048,0,1,0,0
521,18.1,0.297883712,3,22,0,0,314.2576,1,0,0,0
522,8.93,0.022059594,1,22,0,0,276.307,1,0,0,0
523,8.3,0.03532494,1,33,2,0,721.0614,0,1,0,0
524,8.895,0.124967595,2,18,0,1,3467.4864,0,1,0,0
525,16.35,0.062411404,4,23,0,2,5416.9488,0,1,0,0
526,8.6,0.032754431,2,11,1,0,283.6308,0,0,1,0
527,5.825,0.160178832,3,35,0,2,323.5788,1,0,0,0
528,19.0,0.104035148,4,13,0,1,5206.556,0,1,0,0
529,7.56,0.06390019,3,18,0,1,2503.408,0,1,0,0
530,12.6,0.062648111,2,33,2,0,1960.781,0,1,0,0
531,15.6,0.111685868,3,22,0,0,370.1848,1,0,0,0
532,8.71,0.233039817,1,22,0,0,95.8752,1,0,0,0
533,18.1,0.17824575,3,21,1,2,3299.7048,0,1,0,0
534,13.35,0.140241213,3,13,0,1,2684.5056,0,1,0,0
535,16.6,0.0,3,23,0,2,2085.2856,0,1,0,0
536,6.695,0.033935576,4,16,0,1,2210.456,0,1,0,0
537,17.7,0.016516275,1,35,1,0,2187.153,0,0,0,1
538,16.6,0.026537206,1,23,0,2,1049.9666,0,1,0,0
539,15.35,0.015673267,3,16,0,1,2719.793,0,1,0,0
540,19.7,0.089083914,1,22,0,0,56.593,1,0,0,0
541,14.3,0.131152799,1,13,0,1,231.6984,0,1,0,0
542,13.0,0.083109455,4,35,1,0,5734.5354,0,0,0,1
543,10.0,0.045818773,2,33,2,0,1398.18,0,1,0,0
544,14.8,0.044869794,1,16,0,1,1531.34,0,1,0,0
545,19.5,0.0,3,35,0,2,319.584,1,0,0,0
546,8.71,0.04605781,1,21,1,2,633.8416,0,1,0,0
547,12.15,0.030815427,4,22,0,0,1014.6792,1,0,0,0
548,17.85,0.01806055,2,18,0,1,2094.6068,0,1,0,0
549,9.5,0.035205866,3,21,1,2,2386.2272,0,1,0,0
550,11.8,0.076705948,1,16,0,1,780.9834,0,1,0,0
551,14.1,0.089677773,2,23,0,2,1693.7952,0,1,0,0
552,13.1,0.132327406,3,35,0,2,334.2316,1,0,0,0
553,19.35,0.065520388,3,23,0,2,1342.2528,0,1,0,0
554,19.75,0.012518707,4,13,0,1,4916.2672,0,1,0,0
555,10.3,0.050353695,1,13,0,1,1757.712,0,1,0,0
556,17.75,0.110762642,2,35,1,0,1637.868,0,0,0,1
557,9.395,0.045050674,1,35,1,0,1747.725,0,0,0,1
558,10.8,0.083016832,4,13,0,1,2876.256,0,1,0,0
559,17.75,0.0,2,18,0,1,1966.7732,0,1,0,0
560,8.575,0.023983258,2,11,1,0,958.752,0,0,1,0
561,19.1,0.075836522,1,22,0,0,81.2276,1,0,0,0
562,20.7,0.100330684,2,21,1,2,1238.388,0,1,0,0
563,9.695,0.051778173,3,35,0,2,319.584,1,0,0,0
564,6.785,0.022970468,4,16,0,1,4418.2488,0,1,0,0
565,6.57,0.066014596,4,33,2,0,2863.6058,0,1,0,0
566,5.78,0.07429945,4,18,0,1,1845.5976,0,1,0,0
567,6.92,0.131128467,1,21,1,2,1561.9668,0,1,0,0
568,20.25,0.014816356,4,21,1,2,3848.324,0,1,0,0
569,13.65,0.049318315,3,18,0,1,2097.27,0,1,0,0
570,13.5,0.017960492,1,13,0,1,639.168,0,1,0,0
571,16.5,0.035801238,1,11,1,0,559.272,0,0,1,0
572,16.7,0.038606365,3,18,0,1,2770.3938,0,1,0,0
573,8.68,0.008871687,2,11,1,0,295.6152,0,0,1,0
574,8.365,0.125793938,1,35,0,2,37.9506,1,0,0,0
575,7.235,0.058369013,2,11,1,0,1267.0174,0,0,1,0
576,16.75,0.0,1,23,0,2,353.5398,0,1,0,0
577,15.35,0.073269336,1,16,0,1,1118.544,0,1,0,0
578,10.8,0.049677651,4,33,2,0,4655.2736,0,1,0,0
579,6.26,0.031470832,2,21,1,2,1547.3192,0,1,0,0
580,5.63,0.024579432,2,21,1,2,1045.306,0,1,0,0
581,6.92,0.131665479,1,13,0,1,275.6412,0,1,0,0
582,12.15,0.015523707,4,11,1,0,2735.1064,0,0,1,0
583,16.6,0.122475364,3,18,0,1,347.5476,0,1,0,0
584,9.195,0.107891398,3,23,0,2,3817.0314,0,1,0,0
585,19.0,0.128065918,2,16,0,1,1905.5196,0,1,0,0
586,9.395,0.045361705,1,18,0,1,665.8,0,1,0,0
587,9.8,0.090390357,4,33,2,0,2324.9736,0,1,0,0
588,12.6,0.087029712,2,35,1,0,3205.1612,0,0,0,1
589,18.85,0.052054819,4,23,0,2,2101.9306,0,1,0,0
590,9.13,0.051952573,3,18,0,1,1821.6288,0,1,0,0
591,9.0,0.050786366,3,13,0,1,3643.2576,0,1,0,0
592,17.1,0.067141355,2,16,0,1,2942.836,0,1,0,0
593,6.715,0.121485195,1,33,2,0,587.2356,0,1,0,0
594,5.82,0.080640478,3,23,0,2,2886.243,0,1,0,0
595,18.7,0.037699254,2,18,0,1,2223.772,0,1,0,0
596,7.93,0.0,2,11,1,0,487.3656,0,0,1,0
597,18.75,0.034501405,4,13,0,1,5770.4886,0,1,0,0
598,20.35,0.053795154,2,35,1,0,1414.1592,0,0,0,1
599,5.0,0.044004675,4,23,0,2,5502.837,0,1,0,0
600,7.445,0.0,1,23,0,2,2181.8266,0,1,0,0
601,20.85,0.121250374,4,23,0,2,1565.9616,0,1,0,0
602,20.85,0.0,2,11,1,0,1054.6272,0,0,1,0
603,19.2,0.100230114,2,21,1,2,1667.829,0,1,0,0
604,17.35,0.167383061,3,23,0,2,2812.3392,0,1,0,0
605,14.3,0.034404732,2,16,0,1,489.363,0,1,0,0
606,19.5,0.082719632,3,18,0,1,2865.6032,0,1,0,0
607,6.675,0.041913535,1,16,0,1,1665.8316,0,1,0,0
608,8.18,0.0132043,3,13,0,1,2694.4926,0,1,0,0
609,6.98,0.041105789,1,23,0,2,1555.9746,0,1,0,0
610,20.5,0.141106202,1,35,1,0,3836.3396,0,0,0,1
611,16.85,0.036463975,1,18,0,1,543.2928,0,1,0,0
612,14.8,0.01946418,4,33,2,0,1950.794,0,1,0,0
613,12.3,0.0,1,33,2,0,177.7686,0,1,0,0
614,7.435,0.123086812,4,18,0,1,1035.319,0,1,0,0
615,15.1,0.105646853,1,16,0,1,949.4308,0,1,0,0
616,9.195,0.118149377,3,13,0,1,1283.6624,0,1,0,0
617,10.1,0.046545786,1,33,2,0,484.7024,0,1,0,0
618,16.0,0.065009745,1,33,2,0,934.7832,0,1,0,0
619,17.7,0.016630303,1,18,0,1,534.6374,0,1,0,0
620,8.1,0.134532392,1,21,1,2,878.856,0,1,0,0
621,20.6,0.083133128,2,21,1,2,1332.9316,0,1,0,0
622,20.35,0.039428167,2,11,1,0,3560.6984,0,0,1,0
623,8.195,0.0,1,11,1,0,647.8234,0,0,1,0
624,17.75,0.034823127,4,18,0,1,4993.5,0,1,0,0
625,7.475,0.148492521,4,16,0,1,1691.7978,0,1,0,0
626,19.0,0.065901299,4,11,1,0,1695.7926,0,0,1,0
627,12.6,0.041622264,2,21,1,2,4042.7376,0,1,0,0
628,9.0,0.064933297,3,35,1,0,4763.799,0,0,0,1
629,7.895,0.0945493,2,16,0,1,1640.5312,0,1,0,0
630,15.85,0.107076832,1,35,1,0,1288.9888,0,0,0,1
631,17.1,0.128674983,2,18,0,1,2334.9606,0,1,0,0
632,8.355,0.188322664,3,11,1,0,2207.127,0,0,1,0
633,10.895,0.0,3,35,0,2,437.4306,1,0,0,0
634,18.5,0.052025392,2,33,2,0,2370.248,0,1,0,0
635,19.0,0.065316099,4,35,1,0,5087.3778,0,0,0,1
636,8.975,0.01516265,2,22,0,0,103.199,1,0,0,0
637,10.1,0.053584207,4,23,0,2,4697.8848,0,1,0,0
638,9.285,0.020989132,3,33,2,0,2406.867,0,1,0,0
639,11.6,0.144017405,4,23,0,2,5736.5328,0,1,0,0
640,17.7,0.115978122,3,35,1,0,7192.6374,0,0,0,1
641,12.5,0.081465335,4,11,1,0,6611.394,0,0,1,0
642,16.0,0.041177505,3,13,0,1,3246.4408,0,1,0,0
643,14.15,0.042352822,1,11,1,0,1262.3568,0,0,1,0
644,20.2,0.074541867,2,11,1,0,1758.3778,0,0,1,0
645,13.65,0.18454121,4,18,0,1,4672.5844,0,1,0,0
646,17.25,0.114160573,4,13,0,1,3775.086,0,1,0,0
647,5.655,0.175352413,3,21,1,2,2478.7734,0,1,0,0
648,20.75,0.083590755,3,16,0,1,3067.3406,0,1,0,0
649,5.175,0.029471408,2,33,2,0,3281.7282,0,1,0,0
650,20.0,0.028282832,1,13,0,1,1086.5856,0,1,0,0
651,11.8,0.0,1,22,0,0,229.701,1,0,0,0
652,16.75,0.008208342,2,18,0,1,1528.011,0,1,0,0
653,18.35,0.03334929,3,11,1,0,1990.742,0,0,1,0
654,12.8,0.076060037,2,23,0,2,868.869,0,1,0,0
655,19.75,0.014301326,2,23,0,2,1230.3984,0,1,0,0
656,8.75,0.074931201,4,11,1,0,938.778,0,0,1,0
657,13.3,0.080131363,4,11,1,0,4194.54,0,0,1,0
658,18.85,0.167444431,4,33,2,0,1166.4816,0,1,0,0
659,9.695,0.03033748,4,21,1,2,5764.4964,0,1,0,0
660,20.7,0.04874969,1,16,0,1,113.8518,0,1,0,0
661,11.5,0.014788594,3,35,1,0,7443.644,0,0,0,1
662,11.1,0.111298111,4,13,0,1,3057.3536,0,1,0,0
663,8.975,0.05268526,1,33,2,0,3579.3408,0,1,0,0
664,12.15,0.018485511,4,11,1,0,1522.0188,0,0,1,0
665,7.67,0.184689756,1,33,2,0,450.0808,0,1,0,0
666,13.8,0.064153845,1,33,2,0,607.2096,0,1,0,0
667,4.785,0.092516598,2,33,2,0,1325.6078,0,1,0,0
668,20.0,0.104245198,2,21,1,2,1270.3464,0,1,0,0
669,6.785,0.041779181,1,35,1,0,1107.8912,0,0,0,1
670,8.395,0.07226985,4,11,1,0,3542.056,0,0,1,0
671,6.175,0.179806961,2,11,1,0,1534.0032,0,0,1,0
672,8.21,0.044995631,1,21,1,2,1308.297,0,1,0,0
673,19.7,0.053523765,1,13,0,1,1471.418,0,1,0,0
674,19.6,0.041459372,1,11,1,0,1239.7196,0,0,1,0
675,7.5,0.036234918,3,23,0,2,3896.2616,0,1,0,0
676,5.845,0.105445801,4,11,1,0,1496.0526,0,0,1,0
677,11.395,0.0,3,33,2,0,3460.8284,0,1,0,0
678,7.17,0.05997133,2,11,1,0,2870.9296,0,0,1,0
679,5.75,0.075595405,2,13,0,1,1259.6936,0,1,0,0
680,15.5,0.210375806,3,22,0,0,177.1028,1,0,0,0
681,7.76,0.059341019,2,16,0,1,798.96,0,1,0,0
682,13.65,0.18520944,4,13,0,1,3185.853,0,1,0,0
683,10.8,0.098566832,2,21,1,2,1488.063,0,1,0,0
684,11.1,0.11084417,4,21,1,2,5159.2842,0,1,0,0
685,19.2,0.0350152,3,35,1,0,5954.2494,0,0,0,1
686,12.8,0.023567538,4,21,1,2,4500.808,0,1,0,0
687,8.785,0.0,2,22,0,0,121.8414,1,0,0,0
688,20.6,0.04792722,4,16,0,1,4318.3788,0,1,0,0
689,7.89,0.036207786,2,18,0,1,3456.1678,0,1,0,0
690,16.85,0.044377096,3,33,2,0,1659.8394,0,1,0,0
691,16.35,0.034742632,2,18,0,1,759.012,0,1,0,0
692,9.195,0.116915909,3,35,1,0,4974.1918,0,0,0,1
693,17.35,0.062979148,1,18,0,1,1707.777,0,1,0,0
694,8.96,0.068604503,4,35,1,0,7488.9184,0,0,0,1
695,11.1,0.03294861,2,35,1,0,2488.7604,0,0,0,1
696,12.6,0.007450258,4,33,2,0,2816.334,0,1,0,0
697,5.32,0.093027718,2,21,1,2,2954.1546,0,1,0,0
698,19.6,0.164864915,4,35,0,2,761.0094,1,0,0,0
699,13.0,0.083498083,4,16,0,1,593.2278,0,1,0,0
700,18.7,0.014522363,1,35,1,0,1298.31,0,0,0,1
701,19.85,0.025963795,1,16,0,1,1150.5024,0,1,0,0
702,17.6,0.019012262,4,13,0,1,3072.667,0,1,0,0
703,14.6,0.059393919,3,16,0,1,3259.7568,0,1,0,0
704,7.55,0.027212058,3,21,1,2,2756.412,0,1,0,0
705,13.8,0.013263968,2,23,0,2,2930.1858,0,1,0,0
706,17.25,0.079113947,2,22,0,0,97.2068,1,0,0,0
707,10.1,0.03020851,3,23,0,2,1544.656,0,1,0,0
708,14.3,0.049634817,4,33,2,0,3165.879,0,1,0,0
709,9.8,0.047187038,2,23,0,2,1619.2256,0,1,0,0
710,11.3,0.066681333,4,23,0,2,387.4956,0,1,0,0
711,7.67,0.185218446,1,18,0,1,415.4592,0,1,0,0
712,13.8,0.162462044,1,22,0,0,226.372,1,0,0,0
713,10.395,0.031273559,3,21,1,2,1267.6832,0,1,0,0
714,20.7,0.042836778,3,23,0,2,1593.9252,0,1,0,0
715,16.1,0.114127418,3,35,0,2,585.904,1,0,0,0
716,17.35,0.146895866,3,11,1,0,3745.125,0,0,1,0
717,16.35,0.013420879,2,11,1,0,1810.976,0,0,1,0
718,19.35,0.026181893,3,23,0,2,2358.2636,0,1,0,0
719,15.2,0.012184999,1,13,0,1,145.8102,0,1,0,0
720,14.3,0.026428924,1,11,1,0,554.6114,0,0,1,0
721,18.5,0.045243613,3,35,1,0,3499.4448,0,0,0,1
722,20.0,0.0,2,23,0,2,1780.3492,0,1,0,0
723,11.6,0.076790922,3,35,1,0,2566.659,0,0,0,1
724,10.1,0.045950475,1,13,0,1,1230.3984,0,1,0,0
725,8.1,0.133673087,1,35,1,0,918.804,0,0,0,1
726,16.75,0.060252433,3,35,1,0,3079.9908,0,0,0,1
727,8.18,0.082529704,1,21,1,2,744.3644,0,1,0,0
728,19.5,0.082552214,3,23,0,2,716.4008,0,1,0,0
729,18.7,0.089272253,4,23,0,2,5113.344,0,1,0,0
730,12.35,0.072541731,1,18,0,1,886.8456,0,1,0,0
731,16.0,0.017536671,1,33,2,0,1039.9796,0,1,0,0
732,8.395,0.072088552,4,21,1,2,4554.072,0,1,0,0
733,4.785,0.092781435,2,18,0,1,1807.647,0,1,0,0
734,5.03,0.008644894,2,16,0,1,2665.8632,0,1,0,0
735,15.6,0.025342692,3,13,0,1,1751.054,0,1,0,0
736,7.285,0.031145743,3,16,0,1,2626.581,0,1,0,0
737,20.35,0.0,2,21,1,2,1470.0864,0,1,0,0
738,17.7,0.030108283,3,13,0,1,4362.3216,0,1,0,0
739,6.52,0.044391149,3,35,1,0,4476.1734,0,0,0,1
740,20.25,0.022639471,4,13,0,1,2241.0828,0,1,0,0
741,8.945,0.0,4,13,0,1,4733.838,0,1,0,0
742,7.825,0.139419417,1,35,0,2,258.3304,1,0,0,0
743,18.25,0.015278899,4,23,0,2,3174.5344,0,1,0,0
744,20.35,0.039329257,2,21,1,2,2924.8594,0,1,0,0
745,16.75,0.008579863,1,21,1,2,960.7494,0,1,0,0
746,12.1,0.028164527,3,22,0,0,539.298,1,0,0,0
747,18.5,0.0,3,16,0,1,2041.3428,0,1,0,0
748,15.0,0.054367971,1,16,0,1,996.0368,0,1,0,0
749,19.5,0.0273467,3,23,0,2,1757.712,0,1,0,0
750,13.65,0.016001434,4,13,0,1,1842.9344,0,1,0,0
751,13.15,0.165328057,3,16,0,1,3435.528,0,1,0,0
752,16.1,0.013529884,2,35,1,0,1402.1748,0,0,0,1
753,20.6,0.030510526,4,23,0,2,7833.8028,0,1,0,0
754,6.28,0.027699863,1,16,0,1,1221.0772,0,1,0,0
755,5.925,0.09646733,1,23,0,2,669.129,0,1,0,0
756,17.7,0.011636708,2,18,0,1,1061.951,0,1,0,0
757,18.85,0.141642219,3,23,0,2,2874.9244,0,1,0,0
758,15.6,0.044767801,4,35,1,0,4592.0226,0,0,0,1
759,17.5,0.028009382,2,22,0,0,419.454,1,0,0,0
760,17.7,0.1164455,3,33,2,0,5163.9448,0,1,0,0
761,16.1,0.013584408,2,33,2,0,323.5788,0,1,0,0
762,9.8,0.026950104,2,11,1,0,1265.02,0,0,1,0
763,7.565,0.054751689,1,18,0,1,622.523,0,1,0,0
764,17.6,0.076121831,2,23,0,2,1125.202,0,1,0,0
765,12.15,0.058516562,3,21,1,2,5198.5664,0,1,0,0
766,9.31,0.037923509,1,33,2,0,379.506,0,1,0,0
767,19.25,0.058365706,1,21,1,2,2432.8332,0,1,0,0
768,9.5,0.031346387,2,18,0,1,1657.842,0,1,0,0
769,15.35,0.015663185,3,33,2,0,3006.087,0,1,0,0
770,14.5,0.063750302,3,35,1,0,2287.023,0,0,0,1
771,9.8,0.07252476,2,35,1,0,1687.1372,0,0,0,1
772,17.85,0.038040837,4,13,0,1,3237.1196,0,1,0,0
773,7.02,0.049823902,1,33,2,0,2746.425,0,1,0,0
774,7.975,0.014560297,1,35,1,0,1331.6,0,0,0,1
775,16.6,0.026408698,1,35,1,0,607.8754,0,0,0,1
776,12.3,0.069446588,2,16,0,1,857.5504,0,1,0,0
777,5.46,0.03217132,3,16,0,1,4287.752,0,1,0,0
778,15.1,0.026046138,3,18,0,1,1773.6912,0,1,0,0
779,11.8,0.121848436,1,18,0,1,597.2226,0,1,0,0
780,19.25,0.108470504,1,11,1,0,441.4254,0,0,1,0
781,13.65,0.0,1,18,0,1,1431.47,0,1,0,0
782,13.35,0.038494623,4,33,2,0,2860.2768,0,1,0,0
783,6.67,0.122830885,1,35,1,0,3364.9532,0,0,0,1
784,13.15,0.038029746,1,18,0,1,1757.712,0,1,0,0
785,14.3,0.065207559,1,23,0,2,966.7416,0,1,0,0
786,12.3,0.037014587,2,18,0,1,1958.1178,0,1,0,0
787,7.825,0.133281968,1,22,0,0,129.1652,1,0,0,0
788,19.1,0.045299563,1,16,0,1,365.5242,0,1,0,0
789,8.71,0.121149472,1,33,2,0,1783.6782,0,1,0,0
790,19.6,0.094083303,4,33,2,0,2790.3678,0,1,0,0
791,19.5,0.0,3,21,1,2,2328.3026,0,1,0,0
792,15.85,0.0,3,13,0,1,2822.992,0,1,0,0
793,10.6,0.035022503,1,35,1,0,2045.3376,0,0,0,1
794,17.6,0.016060186,1,18,0,1,505.3422,0,1,0,0
795,8.975,0.009014978,2,35,1,0,3095.97,0,0,0,1
796,19.1,0.096733815,4,23,0,2,5141.3076,0,1,0,0
797,6.13,0.102607233,1,11,1,0,808.947,0,0,1,0
798,6.55,0.024521191,2,16,0,1,2665.8632,0,1,0,0
799,16.5,0.160624116,3,13,0,1,2588.6304,0,1,0,0
800,17.0,0.052165855,2,33,2,0,1108.557,0,1,0,0
801,10.5,0.0,3,18,0,1,1304.968,0,1,0,0
802,8.93,0.0,1,18,0,1,331.5684,0,1,0,0
803,19.7,0.07753654,3,35,1,0,3235.788,0,0,0,1
804,16.1,0.024928351,2,33,2,0,3089.312,0,1,0,0
805,15.6,0.08071118,2,35,1,0,3355.632,0,0,0,1
806,5.82,0.080968973,3,11,1,0,2037.348,0,0,1,0
807,16.25,0.057485328,2,21,1,2,1867.569,0,1,0,0
808,13.35,0.149669322,3,18,0,1,898.83,0,1,0,0
809,10.3,0.024776026,3,35,1,0,7759.899,0,0,0,1
810,5.15,0.061165512,2,16,0,1,2848.2924,0,1,0,0
811,6.675,0.041718456,2,35,1,0,2868.9322,0,0,0,1
812,7.865,0.06100886,3,33,2,0,3617.9572,0,1,0,0
813,9.895,0.167799329,4,16,0,1,5243.8408,0,1,0,0
814,17.35,0.167351411,3,16,0,1,2109.2544,0,1,0,0
815,8.365,0.071832909,1,16,0,1,721.0614,0,1,0,0
816,6.675,0.041886576,1,33,2,0,1203.1006,0,1,0,0
817,20.35,0.150341867,1,35,1,0,1868.2348,0,0,0,1
818,17.35,0.020542737,1,33,2,0,322.2472,0,1,0,0
819,16.75,0.045047439,4,23,0,2,3942.8676,0,1,0,0
820,18.85,0.091008572,2,21,1,2,3195.84,0,1,0,0
821,6.575,0.07549348,3,16,0,1,3338.3212,0,1,0,0
822,12.65,0.156286566,4,21,1,2,4086.0146,0,1,0,0
823,15.2,0.033735909,2,11,1,0,1856.2504,0,0,1,0
824,11.6,0.078547351,1,35,1,0,1380.8692,0,0,0,1
825,7.07,0.093653464,2,16,0,1,1267.0174,0,1,0,0
826,13.65,0.036107198,3,11,1,0,5182.5872,0,0,1,0
827,18.5,0.109003832,3,35,0,2,147.1418,1,0,0,0
828,7.06,0.073480266,1,22,0,0,58.5904,1,0,0,0
829,11.8,0.113234914,4,33,2,0,5367.6796,0,1,0,0
